Text,Sentiment
Phone thhik hai battery backup Kam haiAnd camera Quality is better not owsomeBut phone okk ND good,Positive
Battery backup is not good charging speed very good bt backup is average,Positive
Good,Positive
Battery draining very fast,Positive
"The media could not be loaded.
                



 Super camra quality",Positive
Heating up issues,Neutral
"Camera clarity good, battery life need some improvement. Look good",Positive
NFC is missing. Finger print not works sometimes. Not worthy. With in this price range there are other good phones available and works better than this with additional features,Positive
Best experience,Positive
Gajab,Neutral
Camera quality very poor,Negative
Nothing 🤪,Neutral
"Good phone but there areSome problems as low proximity sensor, Disappointing Google dialer, low Detailing in camera.Good processor...",Positive
Pros : 1. Its a OnePlus device2. Best connectivity you can have.3. Very sharp camera for outdoor photos.4. Doesn't hang or lags.5. Battery can last upto 1 and half day under normal to heavy usage.6. Charging was never better than this.7. The 3.5mm jack is back.8. Best part is dual sim with expandable memoryCons : 1. Could've given 120Hz refresh rate2. Only decent camera quality under low light.3. Though the speaker is loud but stereo speakers should've been provided.4. Could've come with Android 12,Positive
"Not good, camera quality is poor. Video quality is v poor only UI is good . Front camera not good.",Negative
Nice product,Positive
Good product,Positive
I brought after 4 months touch is not working,Neutral
Very nice mobile,Positive
"Mobile is best in this price, light weight. But 2 sim and 1 sd card can't attached. Can use 1 sim and 1 card or only 2 sim can use this is misappoint us. Build quality is nice but now oneplus is reduce cover quality now.",Positive
"It's a horrible experience, after three months now every now n then some of the app stops working it's not opening and customer support couldn't do anything suggest to visit service centre, what a fun!",Negative
It's OnePlue no feed back required.. everything is perfect,Positive
You can try another OnePlus product,Neutral
Bought it for my mom and it's perfect. She loves it. Just buy,Positive
Front camera not good,Negative
Excellent 👍,Positive
Good quality mobile on affordable price range,Positive
"The media could not be loaded.
                



 Liked the most its design and back panel shiny Finish and camera alignment make awesome view and happy to find the 3.5mm Jack.Wrap charge also running excellent.Felt backcase can be provided as transparent case.Over all felt really happy for bringing the dream in budget.",Positive
Battery life too bad and always Mobile going like MI cell phone 😑😑,Negative
Overall good product,Positive
"Good phone but can be betterSoftware is OKScreenshot problem ,Call recording problemCamera is just OKNew person can have trouble with all new buttons",Positive
Best BuyStrongly RecommendIt's Awesome Camera Quality is good Speed is very fast Strongly Recommend,Positive
"It is very easy to use, nice camera",Positive
"Expected better quality from Oneplus but disappointed with camera quality.Other brand phones in less price have better camera quality.Also, frequently facing network connection issues.",Positive
From camera quality to performance deserves 5 star,Neutral
"Light weight, nice finishing, admirable picture quality, all upgraded features. Totally worth buy.",Positive
OnePlus Nord CE 2 is value for money!Camera quality awesome.Battery is good and Fast charging is awesome.Colour and design is nice.Overall it's worthy! OnePlus Never settle.Thanks Amazon 🙏,Positive
I love this phone in one plus series,Positive
Buit quality is really worthy.Interface is quite good.Battery is also fine.Camera is average.,Positive
Nice mobile,Positive
"The media could not be loaded.
                



 😎👌",Neutral
1. Camera quality is just average like 15-19K mobile phone. Doesn't seems like this is oneplus mobile phone camera. I have upgraded from Redmi Note 10 and felt very little improvement in camera.2. Performance is also just okay. I have used oneplus nord 2 which is just 4K expensive than Nord CE 2 but way more faster than this.3. Battery life is great. Charging time is same as mentioned.Overall it is just an okay phone. Nothing special. 4-5K expensive than what is actually offered hence it is overpriced or doesn't justify it's price.,Positive
Bettery life is very low one day bhi nahi chalti,Neutral
Having used for more than 15 days I will say that it is the best budget phone of one plus. Charging is very fast. Smooth functioning of every app.,Positive
The phone osmBattery 10 ganta canteenuCamera 🤳 osm,Neutral
The media could not be loaded.,Neutral
"Camera good, charging nice overall good, worthable",Positive
More featuresLess complaints,Positive
I think 24000 is too costly otherwise all ok,Positive
Everything is fine in this phone but the build quality looks much cheaper and camera quality is worst then 10K phones and genuinely my older phone Realme 5 Pro gives much better picture quality then this phone. Previously I have used OnePlus X too and my experience was very good with that phone that's why I bought OnePlus phone again.,Positive
Good features and also touch,Positive
Super,Positive
Mobile is awesome and delivery in time order for safely delivered. It's perfect mobile.,Positive
Not good mobile baitry baikap bakwas hai 1day and 3 time charj karna padega bhai bacho is mobile se,Negative
Mst mobile h,Neutral
After using for almost month it was good for price...,Positive
